"human","mouse","support_n","method","set_name","in_object"
"OSBPL10","Osbpl10",12,"babelgene","Fraietta2018_NR",TRUE
"OSMR","Osmr",12,"babelgene","Fraietta2018_NR",TRUE
"OTUD7B","Otud7b",11,"babelgene","Fraietta2018_NR",TRUE
"P4HA2","P4ha2",12,"babelgene","Fraietta2018_NR",TRUE
"PANK1","Pank1",12,"babelgene","Fraietta2018_NR",TRUE
"PANX2","Panx2",12,"babelgene","Fraietta2018_NR",FALSE
"PAPLN","Papln",11,"babelgene","Fraietta2018_NR",TRUE
"PC","Pcx",11,"babelgene","Fraietta2018_NR",TRUE
"PCBP3","Pcbp3",10,"babelgene","Fraietta2018_NR",TRUE
"PCGF2","Pcgf2",11,"babelgene","Fraietta2018_NR",TRUE
"PDCD1","Pdcd1",12,"babelgene","Fraietta2018_NR",TRUE
"PEA15","Pea15a",12,"babelgene","Fraietta2018_NR",TRUE
"PFKM","Pfkm",12,"babelgene","Fraietta2018_NR",TRUE
"PGD","Pgd",12,"babelgene","Fraietta2018_NR",TRUE
"PHKA1","Phka1",11,"babelgene","Fraietta2018_NR",TRUE
"PHLDA1","Phlda1",12,"babelgene","Fraietta2018_NR",TRUE
"PHLDA2","Phlda2",11,"babelgene","Fraietta2018_NR",TRUE
"PHLDB1","Phldb1",11,"babelgene","Fraietta2018_NR",TRUE
"PHLPP1","Phlpp1",12,"babelgene","Fraietta2018_NR",TRUE
"PIM3","Pim3",12,"babelgene","Fraietta2018_NR",TRUE
"PLA1A","Pla1a",11,"babelgene","Fraietta2018_NR",TRUE
"PLA2G4C","Pla2g4c",11,"babelgene","Fraietta2018_NR",TRUE
"PLAT","Plat",12,"babelgene","Fraietta2018_NR",TRUE
"PLAUR","Plaur",12,"babelgene","Fraietta2018_NR",TRUE
"PLCG2","Plcg2",11,"babelgene","Fraietta2018_NR",TRUE
"PLIN2","Plin2",11,"babelgene","Fraietta2018_NR",TRUE
"PLIN3","Plin3",12,"babelgene","Fraietta2018_NR",TRUE
"PLK2","Plk2",12,"babelgene","Fraietta2018_NR",TRUE
"PLK4","Plk4",12,"babelgene","Fraietta2018_NR",TRUE
"PLOD2","Plod2",11,"babelgene","Fraietta2018_NR",TRUE
"PLS3","Pls3",11,"babelgene","Fraietta2018_NR",TRUE
"PLTP","Pltp",12,"babelgene","Fraietta2018_NR",TRUE
"PLXNA1","Plxna1",12,"babelgene","Fraietta2018_NR",TRUE
"PLXNB2","Plxnb2",12,"babelgene","Fraietta2018_NR",TRUE
"PLXNB3","Plxnb3",11,"babelgene","Fraietta2018_NR",TRUE
"PMAIP1","Pmaip1",6,"babelgene","Fraietta2018_NR",TRUE
"PMCH","Pmch",11,"babelgene","Fraietta2018_NR",TRUE
"POLA2","Pola2",8,"babelgene","Fraietta2018_NR",TRUE
"POLD3","Pold3",11,"babelgene","Fraietta2018_NR",TRUE
"POU2AF1","Pou2af1",12,"babelgene","Fraietta2018_NR",TRUE
"PPARG","Pparg",12,"babelgene","Fraietta2018_NR",TRUE
"PPFIBP1","Ppfibp1",12,"babelgene","Fraietta2018_NR",TRUE
"PPME1","Ppme1",12,"babelgene","Fraietta2018_NR",TRUE
"PPP1R14B","Ppp1r14b",11,"babelgene","Fraietta2018_NR",TRUE
"PPP1R15A","Ppp1r15a",12,"babelgene","Fraietta2018_NR",TRUE
"PRDM1","Prdm1",12,"babelgene","Fraietta2018_NR",TRUE
"PRODH","Prodh",8,"babelgene","Fraietta2018_NR",TRUE
"PROS1","Pros1",12,"babelgene","Fraietta2018_NR",TRUE
"PRR11","Prr11",12,"babelgene","Fraietta2018_NR",TRUE
"PRRG4","Prrg4",12,"babelgene","Fraietta2018_NR",TRUE
"PRSS23","Prss23",12,"babelgene","Fraietta2018_NR",FALSE
"PRSS50","Prss50",9,"babelgene","Fraietta2018_NR",FALSE
"PSEN2","Psen2",12,"babelgene","Fraietta2018_NR",TRUE
"PSMD14","Psmd14",12,"babelgene","Fraietta2018_NR",TRUE
"PTGR1","Ptgr1",12,"babelgene","Fraietta2018_NR",TRUE
"PTN","Ptn",12,"babelgene","Fraietta2018_NR",FALSE
"PTPN3","Ptpn3",11,"babelgene","Fraietta2018_NR",TRUE
"PUS7","Pus7",11,"babelgene","Fraietta2018_NR",TRUE
"PVR","Pvr",6,"babelgene","Fraietta2018_NR",TRUE
"RAC3","Rac3",12,"babelgene","Fraietta2018_NR",TRUE
"RACGAP1","Racgap1",12,"babelgene","Fraietta2018_NR",TRUE
"RAD51","Rad51",12,"babelgene","Fraietta2018_NR",TRUE
"RALB","Ralb",11,"babelgene","Fraietta2018_NR",TRUE
"RASGRP4","Rasgrp4",12,"babelgene","Fraietta2018_NR",TRUE
"RASSF4","Rassf4",12,"babelgene","Fraietta2018_NR",TRUE
"RBBP8","Rbbp8",12,"babelgene","Fraietta2018_NR",TRUE
"RBBP9","Rbbp9",12,"babelgene","Fraietta2018_NR",TRUE
"RBM19","Rbm19",12,"babelgene","Fraietta2018_NR",TRUE
"RDH10","Rdh10",12,"babelgene","Fraietta2018_NR",TRUE
"RFC5","Rfc5",12,"babelgene","Fraietta2018_NR",TRUE
"RGL1","Rgl1",11,"babelgene","Fraietta2018_NR",TRUE
"RGS1","Rgs1",12,"babelgene","Fraietta2018_NR",TRUE
"RGS20","Rgs20",11,"babelgene","Fraietta2018_NR",TRUE
"RHEBL1","Rhebl1",12,"babelgene","Fraietta2018_NR",TRUE
"RHOB","Rhob",12,"babelgene","Fraietta2018_NR",TRUE
"RHOC","Rhoc",11,"babelgene","Fraietta2018_NR",TRUE
"RIMKLA","Rimkla",12,"babelgene","Fraietta2018_NR",TRUE
"RMI1","Rmi1",11,"babelgene","Fraietta2018_NR",TRUE
"RNASE4","Rnase4",11,"babelgene","Fraietta2018_NR",TRUE
"RNF19B","Rnf19b",12,"babelgene","Fraietta2018_NR",TRUE
"RRAD","Rrad",12,"babelgene","Fraietta2018_NR",TRUE
"RRM1","Rrm1",11,"babelgene","Fraietta2018_NR",TRUE
"RRM2B","Rrm2b",12,"babelgene","Fraietta2018_NR",TRUE
"RRP12","Rrp12",12,"babelgene","Fraietta2018_NR",TRUE
"RTKN","Rtkn",11,"babelgene","Fraietta2018_NR",TRUE
"RYR1","Ryr1",11,"babelgene","Fraietta2018_NR",TRUE
"SALL4","Sall4",11,"babelgene","Fraietta2018_NR",TRUE
"SAMD14","Samd14",12,"babelgene","Fraietta2018_NR",TRUE
"SASS6","Sass6",11,"babelgene","Fraietta2018_NR",TRUE
"SAV1","Sav1",12,"babelgene","Fraietta2018_NR",TRUE
"SCAF1","Scaf1",10,"babelgene","Fraietta2018_NR",TRUE
"SCARB1","Scarb1",12,"babelgene","Fraietta2018_NR",TRUE
"SCCPDH","Sccpdh",12,"babelgene","Fraietta2018_NR",TRUE
"SCD","Scd1",8,"babelgene","Fraietta2018_NR",TRUE
"SCGB1A1","Scgb1a1",12,"babelgene","Fraietta2018_NR",FALSE
"SCUBE1","Scube1",11,"babelgene","Fraietta2018_NR",TRUE
"SDC1","Sdc1",12,"babelgene","Fraietta2018_NR",TRUE
"SDC4","Sdc4",12,"babelgene","Fraietta2018_NR",TRUE
"SECTM1","Sectm1a",10,"babelgene","Fraietta2018_NR",TRUE
"SEMA3B","Sema3b",10,"babelgene","Fraietta2018_NR",TRUE
"SERPINB8","Serpinb8",11,"babelgene","Fraietta2018_NR",TRUE
"SERPINE1","Serpine1",12,"babelgene","Fraietta2018_NR",TRUE
"SFXN1","Sfxn1",12,"babelgene","Fraietta2018_NR",TRUE
"SGCB","Sgcb",12,"babelgene","Fraietta2018_NR",TRUE
"SGPP2","Sgpp2",12,"babelgene","Fraietta2018_NR",TRUE
"SH2B2","Sh2b2",11,"babelgene","Fraietta2018_NR",TRUE
"SH3TC1","Sh3tc1",11,"babelgene","Fraietta2018_NR",TRUE
"SHB","Shb",12,"babelgene","Fraietta2018_NR",TRUE
"SHC4","Shc4",12,"babelgene","Fraietta2018_NR",TRUE
"SHCBP1","Shcbp1",11,"babelgene","Fraietta2018_NR",TRUE
"SHF","Shf",10,"babelgene","Fraietta2018_NR",TRUE
"SHISA3","Shisa3",12,"babelgene","Fraietta2018_NR",TRUE
"SHOX2","Shox2",12,"babelgene","Fraietta2018_NR",TRUE
"SIGLEC12","Siglece",6,"babelgene","Fraietta2018_NR",TRUE
"SIX5","Six5",12,"babelgene","Fraietta2018_NR",TRUE
"SKA1","Ska1",12,"babelgene","Fraietta2018_NR",TRUE
"SLC12A8","Slc12a8",12,"babelgene","Fraietta2018_NR",TRUE
"SLC25A23","Slc25a23",12,"babelgene","Fraietta2018_NR",TRUE
"SLC27A2","Slc27a2",11,"babelgene","Fraietta2018_NR",TRUE
"SLC29A1","Slc29a1",12,"babelgene","Fraietta2018_NR",TRUE
"SLC2A1","Slc2a1",11,"babelgene","Fraietta2018_NR",TRUE
"SLC35F2","Slc35f2",12,"babelgene","Fraietta2018_NR",TRUE
"SLC37A4","Slc37a4",10,"babelgene","Fraietta2018_NR",TRUE
"SLC39A1","Slc39a1",11,"babelgene","Fraietta2018_NR",TRUE
"SLC41A2","Slc41a2",12,"babelgene","Fraietta2018_NR",TRUE
"SLC43A3","Slc43a3",11,"babelgene","Fraietta2018_NR",TRUE
"SLC7A5","Slc7a5",11,"babelgene","Fraietta2018_NR",TRUE
"SMPDL3A","Smpdl3a",11,"babelgene","Fraietta2018_NR",TRUE
"SMS","Sms",12,"babelgene","Fraietta2018_NR",TRUE
"SNAP25","Snap25",12,"babelgene","Fraietta2018_NR",FALSE
"SNX8","Snx8",12,"babelgene","Fraietta2018_NR",TRUE
"SNX9","Snx9",11,"babelgene","Fraietta2018_NR",TRUE
"SOCS3","Socs3",12,"babelgene","Fraietta2018_NR",TRUE
"SORD","Sord",12,"babelgene","Fraietta2018_NR",TRUE
"SOX4","Sox4",10,"babelgene","Fraietta2018_NR",TRUE
"SPAG4","Spag4",11,"babelgene","Fraietta2018_NR",TRUE
"SPAG9","Spag9",12,"babelgene","Fraietta2018_NR",TRUE
"SPARC","Sparc",12,"babelgene","Fraietta2018_NR",TRUE
"SPATS2L","Spats2l",11,"babelgene","Fraietta2018_NR",TRUE
"SPIRE1","Spire1",11,"babelgene","Fraietta2018_NR",TRUE
"SPOCK1","Spock1",11,"babelgene","Fraietta2018_NR",TRUE
"SQLE","Sqle",12,"babelgene","Fraietta2018_NR",TRUE
"SRCIN1","Srcin1",11,"babelgene","Fraietta2018_NR",TRUE
"SREBF1","Srebf1",12,"babelgene","Fraietta2018_NR",TRUE
"SSH1","Ssh1",12,"babelgene","Fraietta2018_NR",TRUE
"ST3GAL4","St3gal4",12,"babelgene","Fraietta2018_NR",TRUE
"STAMBP","Stambp",12,"babelgene","Fraietta2018_NR",TRUE
"STARD4","Stard4",11,"babelgene","Fraietta2018_NR",TRUE
"STAT3","Stat3",12,"babelgene","Fraietta2018_NR",TRUE
"STIL","Stil",12,"babelgene","Fraietta2018_NR",TRUE
"STIP1","Stip1",12,"babelgene","Fraietta2018_NR",TRUE
"SYAP1","Syap1",12,"babelgene","Fraietta2018_NR",TRUE
"SYN2","Syn2",11,"babelgene","Fraietta2018_NR",TRUE
"TDP1","Tdp1",12,"babelgene","Fraietta2018_NR",TRUE
"TEAD4","Tead4",12,"babelgene","Fraietta2018_NR",TRUE
"TERT","Tert",12,"babelgene","Fraietta2018_NR",TRUE
"TFPI","Tfpi",12,"babelgene","Fraietta2018_NR",TRUE
"TGFB1I1","Tgfb1i1",12,"babelgene","Fraietta2018_NR",TRUE
"TGM5","Tgm5",12,"babelgene","Fraietta2018_NR",TRUE
"THOP1","Thop1",12,"babelgene","Fraietta2018_NR",TRUE
"TICAM1","Ticam1",12,"babelgene","Fraietta2018_NR",TRUE
"TIE1","Tie1",11,"babelgene","Fraietta2018_NR",FALSE
"TMCO3","Tmco3",12,"babelgene","Fraietta2018_NR",TRUE
"TMEM200B","Tmem200b",11,"babelgene","Fraietta2018_NR",FALSE
"TMEM97","Tmem97",10,"babelgene","Fraietta2018_NR",TRUE
"TMOD1","Tmod1",11,"babelgene","Fraietta2018_NR",TRUE
"TMPRSS3","Tmprss3",9,"babelgene","Fraietta2018_NR",TRUE
"TMPRSS6","Tmprss6",12,"babelgene","Fraietta2018_NR",TRUE
"TNFAIP2","Tnfaip2",12,"babelgene","Fraietta2018_NR",TRUE
"TNFRSF18","Tnfrsf18",9,"babelgene","Fraietta2018_NR",TRUE
"TNFRSF19","Tnfrsf19",11,"babelgene","Fraietta2018_NR",TRUE
"TNFRSF4","Tnfrsf4",12,"babelgene","Fraietta2018_NR",TRUE
"TNFRSF8","Tnfrsf8",12,"babelgene","Fraietta2018_NR",TRUE
"TNFRSF9","Tnfrsf9",12,"babelgene","Fraietta2018_NR",TRUE
"TNFSF4","Tnfsf4",12,"babelgene","Fraietta2018_NR",TRUE
"TNNT1","Tnnt1",12,"babelgene","Fraietta2018_NR",TRUE
"TNPO2","Tnpo2",12,"babelgene","Fraietta2018_NR",TRUE
"TNS3","Tns3",12,"babelgene","Fraietta2018_NR",TRUE
"TOX2","Tox2",12,"babelgene","Fraietta2018_NR",TRUE
"TPPP3","Tppp3",12,"babelgene","Fraietta2018_NR",TRUE
"TPSB2","Tpsb2",9,"babelgene","Fraietta2018_NR",FALSE
"TRAF2","Traf2",11,"babelgene","Fraietta2018_NR",TRUE
"TRAIP","Traip",12,"babelgene","Fraietta2018_NR",TRUE
"TRIB1","Trib1",12,"babelgene","Fraietta2018_NR",TRUE
"TRIM45","Trim45",11,"babelgene","Fraietta2018_NR",TRUE
"TRIM7","Trim7",11,"babelgene","Fraietta2018_NR",TRUE
"TSKU","Tsku",11,"babelgene","Fraietta2018_NR",TRUE
"TSPAN13","Tspan13",12,"babelgene","Fraietta2018_NR",TRUE
"TSPAN33","Tspan33",11,"babelgene","Fraietta2018_NR",TRUE
"TTBK1","Ttbk1",12,"babelgene","Fraietta2018_NR",TRUE
"TTC7A","Ttc7",12,"babelgene","Fraietta2018_NR",TRUE
"TTI2","Tti2",12,"babelgene","Fraietta2018_NR",TRUE
"TTLL4","Ttll4",12,"babelgene","Fraietta2018_NR",TRUE
"TUBB2B","Tubb2b",11,"babelgene","Fraietta2018_NR",TRUE
"TUBB3","Tubb3",11,"babelgene","Fraietta2018_NR",TRUE
"TUBB6","Tubb6",12,"babelgene","Fraietta2018_NR",TRUE
"TWIST1","Twist1",12,"babelgene","Fraietta2018_NR",TRUE
"UBE2QL1","Ube2ql1",11,"babelgene","Fraietta2018_NR",FALSE
"USP12","Usp12",12,"babelgene","Fraietta2018_NR",TRUE
"USP37","Usp37",12,"babelgene","Fraietta2018_NR",TRUE
"VASH2","Vash2",11,"babelgene","Fraietta2018_NR",TRUE
"VDR","Vdr",11,"babelgene","Fraietta2018_NR",TRUE
"VEZT","Vezt",12,"babelgene","Fraietta2018_NR",TRUE
"VPS37C","Vps37c",12,"babelgene","Fraietta2018_NR",TRUE
"VSIG10L","Vsig10l",11,"babelgene","Fraietta2018_NR",TRUE
"VWA1","Vwa1",12,"babelgene","Fraietta2018_NR",TRUE
"WDHD1","Wdhd1",10,"babelgene","Fraietta2018_NR",TRUE
"WDR36","Wdr36",10,"babelgene","Fraietta2018_NR",TRUE
"WEE1","Wee1",12,"babelgene","Fraietta2018_NR",TRUE
"WFDC5","Wfdc5",11,"babelgene","Fraietta2018_NR",FALSE
"WNT10A","Wnt10a",12,"babelgene","Fraietta2018_NR",TRUE
"WNT11","Wnt11",12,"babelgene","Fraietta2018_NR",TRUE
"YIPF2","Yipf2",12,"babelgene","Fraietta2018_NR",TRUE
"YWHAG","Ywhag",12,"babelgene","Fraietta2018_NR",TRUE
"ZBTB17","Zbtb17",10,"babelgene","Fraietta2018_NR",TRUE
"ZBTB32","Zbtb32",12,"babelgene","Fraietta2018_NR",TRUE
"ZC3H12C","Zc3h12c",12,"babelgene","Fraietta2018_NR",TRUE
"ZC3H7A","Zc3h7a",11,"babelgene","Fraietta2018_NR",TRUE
"ZDHHC9","Zdhhc9",12,"babelgene","Fraietta2018_NR",TRUE
"ZNF219","Zfp219",11,"babelgene","Fraietta2018_NR",TRUE
"ZNF282","Zfp282",9,"babelgene","Fraietta2018_NR",TRUE
"ZNF438","Zfp438",12,"babelgene","Fraietta2018_NR",TRUE
"ZNF704","Zfp704",11,"babelgene","Fraietta2018_NR",TRUE
"ZNRF1","Znrf1",12,"babelgene","Fraietta2018_NR",TRUE
"ZWINT","Zwint",12,"babelgene","Fraietta2018_NR",TRUE
"LHFP","Lhfp",NA,"title_case_validated","Fraietta2018_NR",TRUE
"MIR155HG","Mir155hg",NA,"title_case_validated","Fraietta2018_NR",TRUE
"GRAMD3","Gramd3",NA,"title_case_validated","Fraietta2018_NR",TRUE
"ARNTL2","Arntl2",NA,"title_case_validated","Fraietta2018_NR",TRUE
"UHRF1BP1L","Uhrf1bp1l",NA,"title_case_validated","Fraietta2018_NR",TRUE
"SLC26A10","Slc26a10",NA,"title_case_validated","Fraietta2018_NR",TRUE
"H19","H19",NA,"title_case_validated","Fraietta2018_NR",TRUE
"ABCB1","Abcb1a",11,"babelgene","Fraietta2018_R",TRUE
"ABLIM1","Ablim1",9,"babelgene","Fraietta2018_R",TRUE
"ACE","Ace",12,"babelgene","Fraietta2018_R",FALSE
"ACSL6","Acsl6",10,"babelgene","Fraietta2018_R",TRUE
"ACSS1","Acss1",11,"babelgene","Fraietta2018_R",TRUE
"ADAM23","Adam23",9,"babelgene","Fraietta2018_R",FALSE
"AGBL4","Agbl4",12,"babelgene","Fraietta2018_R",TRUE
"ALG1L2","Alg1",3,"babelgene","Fraietta2018_R",TRUE
"AMIGO2","Amigo2",12,"babelgene","Fraietta2018_R",TRUE
"ANKRD44","Ankrd44",11,"babelgene","Fraietta2018_R",TRUE
"AOAH","Aoah",11,"babelgene","Fraietta2018_R",TRUE
"APBA2","Apba2",12,"babelgene","Fraietta2018_R",TRUE
"APOA2","Apoa2",10,"babelgene","Fraietta2018_R",TRUE
"APOL3","Apol7a",6,"babelgene","Fraietta2018_R",TRUE
"AQP3","Aqp3",12,"babelgene","Fraietta2018_R",TRUE
"ARHGAP32","Arhgap32",12,"babelgene","Fraietta2018_R",TRUE
"ARHGEF4","Arhgef4",9,"babelgene","Fraietta2018_R",TRUE
"ARL15","Arl15",12,"babelgene","Fraietta2018_R",TRUE
"ARMC2","Armc2",11,"babelgene","Fraietta2018_R",TRUE
"ATF7IP2","Atf7ip2",10,"babelgene","Fraietta2018_R",TRUE
"ATP10A","Atp10a",12,"babelgene","Fraietta2018_R",TRUE
"ATP8B1","Atp8b1",10,"babelgene","Fraietta2018_R",TRUE
"B4GALT7","B4galt7",12,"babelgene","Fraietta2018_R",TRUE
"BCAS3","Bcas3",12,"babelgene","Fraietta2018_R",TRUE
"BCL11B","Bcl11b",12,"babelgene","Fraietta2018_R",TRUE
"BIN2","Bin2",10,"babelgene","Fraietta2018_R",TRUE
"BOLA2","Bola2",6,"babelgene","Fraietta2018_R",TRUE
"C12orf40","CN725425",9,"babelgene","Fraietta2018_R",FALSE
"C3orf22","BC048671",11,"babelgene","Fraietta2018_R",FALSE
"C4orf19","0610040J01Rik",12,"babelgene","Fraietta2018_R",TRUE
"C6","C6",12,"babelgene","Fraietta2018_R",TRUE
"C6orf118","1700010I14Rik",11,"babelgene","Fraietta2018_R",TRUE
"CA6","Car6",11,"babelgene","Fraietta2018_R",TRUE
"CACNA1C","Cacna1c",12,"babelgene","Fraietta2018_R",TRUE
"CACNB2","Cacnb2",12,"babelgene","Fraietta2018_R",TRUE
"CALN1","Caln1",12,"babelgene","Fraietta2018_R",TRUE
"CAMK2G","Camk2g",12,"babelgene","Fraietta2018_R",TRUE
"CAMKMT","Camkmt",12,"babelgene","Fraietta2018_R",TRUE
"CASP4","Casp4",8,"babelgene","Fraietta2018_R",TRUE
"CBLB","Cblb",9,"babelgene","Fraietta2018_R",TRUE
"CBLL1","Cbll1",12,"babelgene","Fraietta2018_R",TRUE
"CCDC30","Ccdc30",10,"babelgene","Fraietta2018_R",TRUE
"CCDC39","Ccdc39",9,"babelgene","Fraietta2018_R",TRUE
"CCDC65","Ccdc65",12,"babelgene","Fraietta2018_R",TRUE
"CCDC69","Ccdc69",8,"babelgene","Fraietta2018_R",TRUE
"CCL23","Ccl9",6,"babelgene","Fraietta2018_R",TRUE
"CCL5","Ccl5",7,"babelgene","Fraietta2018_R",TRUE
"CCL7","Ccl7",8,"babelgene","Fraietta2018_R",FALSE
"CD244","Cd244a",11,"babelgene","Fraietta2018_R",TRUE
"CD248","Cd248",12,"babelgene","Fraietta2018_R",TRUE
"CD27","Cd27",11,"babelgene","Fraietta2018_R",TRUE
"CD37","Cd37",12,"babelgene","Fraietta2018_R",TRUE
"CD52","Cd52",5,"babelgene","Fraietta2018_R",TRUE
"CDH23","Cdh23",10,"babelgene","Fraietta2018_R",TRUE
"CDHR3","Cdhr3",11,"babelgene","Fraietta2018_R",TRUE
"CHMP7","Chmp7",12,"babelgene","Fraietta2018_R",TRUE
"CHODL","Chodl",10,"babelgene","Fraietta2018_R",FALSE
"CLDN4","Cldn4",11,"babelgene","Fraietta2018_R",TRUE
"CLEC10A","Clec10a",7,"babelgene","Fraietta2018_R",TRUE
"CLEC4E","Clec4e",12,"babelgene","Fraietta2018_R",FALSE
"CNTNAP2","Cntnap2",11,"babelgene","Fraietta2018_R",TRUE
"CORO7-PAM16","Coro7",6,"babelgene","Fraietta2018_R",TRUE
"CPXCR1","Cpxcr1",10,"babelgene","Fraietta2018_R",FALSE
"CR1","Cr1l",3,"babelgene","Fraietta2018_R",TRUE
"CRABP1","Crabp1",12,"babelgene","Fraietta2018_R",TRUE
"CSMD1","Csmd1",10,"babelgene","Fraietta2018_R",TRUE
"CTNNA3","Ctnna3",12,"babelgene","Fraietta2018_R",TRUE
"CUBN","Cubn",10,"babelgene","Fraietta2018_R",TRUE
"CYB561","Cyb561",12,"babelgene","Fraietta2018_R",TRUE
"CYP4F8","Cyp4f14",5,"babelgene","Fraietta2018_R",FALSE
"CYP4V2","Cyp4v3",12,"babelgene","Fraietta2018_R",TRUE
"DAB1","Dab1",12,"babelgene","Fraietta2018_R",TRUE
"DBN1","Dbn1",11,"babelgene","Fraietta2018_R",TRUE
"DEFB123","Defb36",11,"babelgene","Fraietta2018_R",FALSE
"DENND2D","Dennd2d",11,"babelgene","Fraietta2018_R",TRUE
"DGKD","Dgkd",11,"babelgene","Fraietta2018_R",TRUE
"DLG2","Dlg2",11,"babelgene","Fraietta2018_R",TRUE
"DMAP1","Dmap1",12,"babelgene","Fraietta2018_R",TRUE
"DNAI2","Dnai2",12,"babelgene","Fraietta2018_R",TRUE
"DOCK9","Dock9",12,"babelgene","Fraietta2018_R",TRUE
"DPEP2","Dpep2",8,"babelgene","Fraietta2018_R",TRUE
"DPP10","Dpp10",12,"babelgene","Fraietta2018_R",TRUE
"DPP6","Dpp6",12,"babelgene","Fraietta2018_R",TRUE
"DPYD","Dpyd",12,"babelgene","Fraietta2018_R",TRUE
"DSG1","Dsg1a",11,"babelgene","Fraietta2018_R",FALSE
"DYRK2","Dyrk2",12,"babelgene","Fraietta2018_R",TRUE
"EDEM2","Edem2",11,"babelgene","Fraietta2018_R",TRUE
"EML5","Eml5",12,"babelgene","Fraietta2018_R",TRUE
"EPB41","Epb41",11,"babelgene","Fraietta2018_R",TRUE
"EPHA4","Epha4",11,"babelgene","Fraietta2018_R",FALSE
"ERMN","Ermn",12,"babelgene","Fraietta2018_R",TRUE
"ERP29","Erp29",12,"babelgene","Fraietta2018_R",TRUE
"ESPN","Espn",10,"babelgene","Fraietta2018_R",TRUE
"FAM78A","Fam78a",12,"babelgene","Fraietta2018_R",TRUE
"FGD3","Fgd3",12,"babelgene","Fraietta2018_R",TRUE
"FKBP11","Fkbp11",12,"babelgene","Fraietta2018_R",TRUE
"FLT3LG","Flt3l",11,"babelgene","Fraietta2018_R",TRUE
"FOXG1","Foxg1",11,"babelgene","Fraietta2018_R",FALSE
"FOXP1","Foxp1",9,"babelgene","Fraietta2018_R",TRUE
"FSTL5","Fstl5",12,"babelgene","Fraietta2018_R",TRUE
"FXN","Fxn",12,"babelgene","Fraietta2018_R",TRUE
"GAB3","Gab3",11,"babelgene","Fraietta2018_R",TRUE
"GABRG3","Gabrg3",11,"babelgene","Fraietta2018_R",TRUE
"GALNT13","Galnt13",12,"babelgene","Fraietta2018_R",TRUE
"GALNTL6","Galntl6",10,"babelgene","Fraietta2018_R",TRUE
"GEMIN8","Gemin8",12,"babelgene","Fraietta2018_R",TRUE
"GFRA2","Gfra2",11,"babelgene","Fraietta2018_R",TRUE
"GLCCI1","Glcci1",12,"babelgene","Fraietta2018_R",TRUE
"GLIPR2","Glipr2",12,"babelgene","Fraietta2018_R",TRUE
"GOLGA8B","Golga2",4,"babelgene","Fraietta2018_R",TRUE
"GPD1L","Gpd1l",12,"babelgene","Fraietta2018_R",TRUE
"GPR12","Gpr12",12,"babelgene","Fraietta2018_R",FALSE
"GPR155","Gpr155",12,"babelgene","Fraietta2018_R",TRUE
"GPR89A","Gpr89",9,"babelgene","Fraietta2018_R",TRUE
"GRAP","Grap",11,"babelgene","Fraietta2018_R",TRUE
"GRXCR1","Grxcr1",12,"babelgene","Fraietta2018_R",TRUE
"GSTO2","Gsto2",9,"babelgene","Fraietta2018_R",TRUE
"GTF2IRD2B","Gtf2ird2",8,"babelgene","Fraietta2018_R",TRUE
"GZMA","Gzma",12,"babelgene","Fraietta2018_R",TRUE
"HCST","Hcst",10,"babelgene","Fraietta2018_R",TRUE
"HOXC13","Hoxc13",12,"babelgene","Fraietta2018_R",FALSE
"HRH4","Hrh4",12,"babelgene","Fraietta2018_R",TRUE
"HSH2D","Hsh2d",11,"babelgene","Fraietta2018_R",TRUE
"ICAM2","Icam2",12,"babelgene","Fraietta2018_R",TRUE
"IL16","Il16",11,"babelgene","Fraietta2018_R",TRUE
"IL17RA","Il17ra",12,"babelgene","Fraietta2018_R",TRUE
"IL24","Il24",11,"babelgene","Fraietta2018_R",TRUE
"IMMP2L","Immp2l",12,"babelgene","Fraietta2018_R",TRUE
"INMT","Inmt",12,"babelgene","Fraietta2018_R",FALSE
"ISG20","Isg20",12,"babelgene","Fraietta2018_R",TRUE
"ITGA6","Itga6",11,"babelgene","Fraietta2018_R",TRUE
"KCNS2","Kcns2",12,"babelgene","Fraietta2018_R",FALSE
"KEL","Kel",12,"babelgene","Fraietta2018_R",TRUE
"KIAA0825","2210408I21Rik",9,"babelgene","Fraietta2018_R",TRUE
"KIF27","Kif27",12,"babelgene","Fraietta2018_R",TRUE
"KIT","Kit",11,"babelgene","Fraietta2018_R",TRUE
"KLHDC4","Klhdc4",11,"babelgene","Fraietta2018_R",TRUE
"KLHL22","Klhl22",10,"babelgene","Fraietta2018_R",TRUE
"KLRB1","Klrb1a",9,"babelgene","Fraietta2018_R",TRUE
"KLRC1","Klrc1",10,"babelgene","Fraietta2018_R",TRUE
"KLRC3","Klrc3",6,"babelgene","Fraietta2018_R",TRUE
"KRI1","Kri1",11,"babelgene","Fraietta2018_R",TRUE
"KRT72","Krt72",12,"babelgene","Fraietta2018_R",FALSE
"KRT77","Krt77",12,"babelgene","Fraietta2018_R",FALSE
"LHPP","Lhpp",12,"babelgene","Fraietta2018_R",TRUE
"LIMD2","Limd2",10,"babelgene","Fraietta2018_R",TRUE
"LOC728392","6330403K07Rik",4,"babelgene","Fraietta2018_R",TRUE
"LPAR5","Lpar5",12,"babelgene","Fraietta2018_R",TRUE
"LRP1B","Lrp1b",11,"babelgene","Fraietta2018_R",TRUE
"LRRC4C","Lrrc4c",12,"babelgene","Fraietta2018_R",TRUE
